"study_id","fcs_files","cluster_id","label","fcs_names","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","CD25","CTLA-4","CD69","CD45RA","CD3","CD127","CD103","KI67","CD8","CD4","FOX-P3","TIME","fraction"
"Thymus","SDY1097/ResultFiles/Flow_cytometry_result/D137 - New Treg Thymus Stain D137 12-9-2013--Specimen_001_Thymus.622941.fcs","cluster150","CD103+|CD127-|CD25-|CD8+|CTLA-4+|FOX-P3-|KI67+","D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_Spleen.623204.fcs",81208.9140625,60185,82397.84375,96252.296875,81025,76234.328125,2.49407482147217,3.51980638504028,2.04614853858948,2.56633901596069,3.06765151023865,-2.32274985313416,0.899870812892914,3.14132237434387,1.86548292636871,1.37030673027039,3.03522491455078,2846.19995117188,0.0306
"Thymus","SDY1097/ResultFiles/Flow_cytometry_result/D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_Thymus.623205.fcs","cluster150","CD103+|CD127-|CD25-|CD8+|CTLA-4+|FOX-P3-|KI67+","D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_Thymus.623205.fcs",183361.328125,132749,79200.2109375,80163.3359375,56084,82548.4609375,2.78575086593628,4.04800844192505,2.50959968566895,4.25477600097656,3.27571034431458,-2.75646162033081,1.56173539161682,2.69300961494446,2.50582218170166,3.10581636428833,2.92157626152039,13130.7001953125,0.123
"Thymus","SDY1097/ResultFiles/Flow_cytometry_result/D107 Treg Stain 5-6-2014--Specimen_001_Thymus.622748.fcs","cluster151","CD103+|CD127+|CD25-|CD3+|CD45RA+|CD69+|CD8+|CTLA-4+|KI67+","D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_Jejunum.623202.fcs",114474.55859375,77915.5,85576.59765625,44553.119140625,25901.5,105023.2734375,1.99817043542862,3.49072468280792,3.41919815540314,5.28103709220886,4.31696486473083,2.79460728168488,2.35220241546631,1.66657358407974,3.34631812572479,1.98461985588074,2.50402402877808,5491.30004882812,0.0164
"Thymus","SDY1097/ResultFiles/Flow_cytometry_result/D129 - New Treg Thymus Stain D129 10-25-2013--Specimen_001_Thy.622909.fcs","cluster151","CD103+|CD127+|CD25-|CD3+|CD45RA+|CD69+|CD8+|CTLA-4+|KI67+","D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_MLN.623203.fcs",45216.70703125,35925,81019.984375,19417.6484375,17117,74176.078125,1.75021195411682,3.34884881973267,4.18472862243652,5.42099523544312,4.82972526550293,3.40432047843933,1.61584067344666,2.00639724731445,4.23937892913818,1.58161604404449,2.18716359138489,15529.7001953125,0.0518
"Thymus","SDY1097/ResultFiles/Flow_cytometry_result/D137 - New Treg Thymus Stain D137 12-9-2013--Specimen_001_Thymus.622941.fcs","cluster151","CD103+|CD127+|CD25-|CD3+|CD45RA+|CD69+|CD8+|CTLA-4+|KI67+","D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_Spleen.623204.fcs",95155.70703125,67227,76856.8984375,34009.8603515625,26276.5,73140.51953125,2.12361031770706,2.83441996574402,3.31474101543427,5.58407378196716,4.07505679130554,2.79991686344147,1.15461823344231,1.54146528244019,3.36670637130737,1.5800216794014,1.62555259466171,3951.54992675781,0.0016
"Thymus","SDY1097/ResultFiles/Flow_cytometry_result/D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_Thymus.623205.fcs","cluster151","CD103+|CD127+|CD25-|CD3+|CD45RA+|CD69+|CD8+|CTLA-4+|KI67+","D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_Thymus.623205.fcs",228933.5390625,142182,83888.984375,49163.29296875,26769.5,113498.3203125,2.91863679885864,4.18027925491333,3.62064480781555,6.77429437637329,5.10441994667053,2.97593712806702,2.15608716011047,2.78139209747314,3.53294909000397,5.10514140129089,2.89278936386108,15803.2001953125,0.0136
"Thymus","SDY1097/ResultFiles/Flow_cytometry_result/D107 Treg Stain 5-6-2014--Specimen_001_Thymus.622748.fcs","cluster152","CD127-|CD8+|CTLA-4+|KI67+","D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_Jejunum.623202.fcs",125569.7109375,103795,75513.234375,85757.078125,69692,73079.875,2.5081832408905,3.53915882110596,2.5336434841156,3.32476091384888,3.59256100654602,-2.43113112449646,-0.130341351032257,1.5434478521347,1.86824584007263,3.09503626823425,2.47259092330933,6657.10009765625,0.1594
"Thymus","SDY1097/ResultFiles/Flow_cytometry_result/D129 - New Treg Thymus Stain D129 10-25-2013--Specimen_001_Thy.622909.fcs","cluster152","CD127-|CD8+|CTLA-4+|KI67+","D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_MLN.623203.fcs",60838.083984375,48928.5,79588.42578125,28191.4482421875,24003,75828.0703125,2.52817678451538,4.70159864425659,3.48604691028595,3.56145548820496,3.88570415973663,-2.93148410320282,-0.518006712198257,2.57042515277863,2.1580662727356,2.89406991004944,2.80886995792389,17366.25,0.2716
"Thymus","SDY1097/ResultFiles/Flow_cytometry_result/D137 - New Treg Thymus Stain D137 12-9-2013--Specimen_001_Thymus.622941.fcs","cluster152","CD127-|CD8+|CTLA-4+|KI67+","D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_Spleen.623204.fcs",81031.078125,60760,83548.625,100204.796875,76783,77088.828125,2.6106162071228,4.06788778305054,2.26392197608948,2.99098300933838,3.20711231231689,-2.79369759559631,-1.74821078777313,2.94866275787354,1.95913732051849,1.48290741443634,3.06751298904419,2874.60009765625,0.2734
"Thymus","SDY1097/ResultFiles/Flow_cytometry_result/D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_Thymus.623205.fcs","cluster152","CD127-|CD8+|CTLA-4+|KI67+","D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_Thymus.623205.fcs",153120.375,116250,79271.90234375,56336.572265625,40745,79695.05078125,2.63863444328308,3.94513273239136,2.24961161613464,4.31151866912842,2.91846299171448,-2.55747711658478,-0.423370331525803,2.37520921230316,2.37243902683258,2.39469909667969,2.59832286834717,14619.75,0.3144
"Thymus","SDY1097/ResultFiles/Flow_cytometry_result/D107 Treg Stain 5-6-2014--Specimen_001_Thymus.622748.fcs","cluster153","CD103+|CD127+|CD25-|CD3+|CD45RA+|CD69+|CD8+|CTLA-4-|FOX-P3-","D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_Jejunum.623202.fcs",80034.90234375,71392.5,74964.625,28011.8447265625,25913.5,70926.25390625,1.29417824745178,-0.94869264960289,3.70506525039673,5.35561442375183,2.9236741065979,2.48244822025299,1.46298146247864,-0.914761006832123,2.78394961357117,0.864737093448639,1.6416529417038,5181.59985351562,0.0016
"Thymus","SDY1097/ResultFiles/Flow_cytometry_result/D129 - New Treg Thymus Stain D129 10-25-2013--Specimen_001_Thy.622909.fcs","cluster153","CD103+|CD127+|CD25-|CD3+|CD45RA+|CD69+|CD8+|CTLA-4-|FOX-P3-","D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_MLN.623203.fcs",46268.52734375,38420.5,78714.45703125,17721.375,15634.5,73095.1953125,1.66169369220734,-1.54227381944656,3.76413452625275,5.0854229927063,4.52289462089539,3.55432903766632,1.65215420722961,0.682679295539856,4.11170339584351,1.11352211236954,1.98196166753769,19546.9501953125,0.0044
"Thymus","SDY1097/ResultFiles/Flow_cytometry_result/D137 - New Treg Thymus Stain D137 12-9-2013--Specimen_001_Thymus.622941.fcs","cluster153","CD103+|CD127+|CD25-|CD3+|CD45RA+|CD69+|CD8+|CTLA-4-|FOX-P3-","D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_Spleen.623204.fcs",64006.796875,52764,75420.9296875,23056.080078125,20992,67981.7109375,1.48466527462006,-1.82653188705444,3.42362952232361,5.87581062316895,3.7995388507843,3.09285736083984,1.68896007537842,-1.15473926067352,3.28209090232849,1.36399674415588,1.6955578327179,3274.19995117188,0.0034
"Thymus","SDY1097/ResultFiles/Flow_cytometry_result/D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_Thymus.623205.fcs","cluster153","CD103+|CD127+|CD25-|CD3+|CD45RA+|CD69+|CD8+|CTLA-4-|FOX-P3-","D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_Thymus.623205.fcs",102830.3125,81384,82806.046875,19368.0703125,17695,71732.453125,1.90013754367828,-1.62503576278687,3.24325442314148,6.29961919784546,2.61277389526367,2.02540183067322,1.72177052497864,0.0229610446840525,2.30392622947693,1.39735889434814,1.31982016563416,10883.099609375,0.0014
"Thymus","SDY1097/ResultFiles/Flow_cytometry_result/D107 Treg Stain 5-6-2014--Specimen_001_Thymus.622748.fcs","cluster154","CD103+|CD127+|CD3+|CD45RA+|CD69+|CD8+|CTLA-4+|FOX-P3+|KI67+","D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_Jejunum.623202.fcs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
"Thymus","SDY1097/ResultFiles/Flow_cytometry_result/D129 - New Treg Thymus Stain D129 10-25-2013--Specimen_001_Thy.622909.fcs","cluster154","CD103+|CD127+|CD3+|CD45RA+|CD69+|CD8+|CTLA-4+|FOX-P3+|KI67+","D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_MLN.623203.fcs",262143,254839,67414.34375,262143,246339,69740.5,7.58067417144775,7.86462163925171,7.92650508880615,7.8303804397583,7.85100793838501,6.39879512786865,5.58008766174316,5.50286865234375,5.83743381500244,7.52848768234253,7.36022567749023,9794.900390625,2e-04
"Thymus","SDY1097/ResultFiles/Flow_cytometry_result/D137 - New Treg Thymus Stain D137 12-9-2013--Specimen_001_Thymus.622941.fcs","cluster154","CD103+|CD127+|CD3+|CD45RA+|CD69+|CD8+|CTLA-4+|FOX-P3+|KI67+","D98 - New Treg Thymus Stain D98 11-22-2013--Specimen_001_Spleen.623204.fcs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
