"study_id","fcs_files","cluster_id","label","fcs_names","FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","CCR7","CD45RO","CD69","CD45RA","CD3","CD127","CD31","CD8","CD19","CD4","CD28","TIME","fraction"
"Lung lymph node","SDY702/ResultFiles/Flow_cytometry_result/D67 CD31 CD28 CD127 Stain 1-3-2013--Specimen_001_LLN.595562.fcs","cluster3","CD127-","D66 CD31 CD28 CD127 Stain 12-17-2012--Specimen_001_Spleen.595557.fcs",83128.078125,73351,72683.546875,29738.51171875,28341,67943.71875,1.50086569786072,0.972792208194733,0.807950079441071,3.26648283004761,1.64767682552338,-0.314932286739349,1.93943476676941,0.527728974819183,1.54148268699646,0.550264000892639,0.173913300037384,7529.60009765625,0.2034
"Lung lymph node","SDY702/ResultFiles/Flow_cytometry_result/D70 CD31 CD28 CD127 Stain 1-10-2013--Specimen_001_LLN.595568.fcs","cluster3","CD127-","D67 CD31 CD28 CD127 Stain 1-3-2013--Specimen_001_Blood.595559.fcs",16947,16004,69321.40625,14015.9306640625,13701,63384.05078125,0.436977088451385,0.741036772727966,0.183985590934753,0.275496184825897,0.841271579265594,-0.474328249692917,0.260436326265335,0.230676025152206,0.35286357998848,0.138201370835304,0.118076026439667,8597.7998046875,0.5882
"Lung lymph node","SDY702/ResultFiles/Flow_cytometry_result/D83 CD31 CD28 CD127 Stain 3-28-2013--Specimen_001_LLN.595585.fcs","cluster3","CD127-","D67 CD31 CD28 CD127 Stain 1-3-2013--Specimen_001_ILN.595561.fcs",49531.28125,41717,76605.6796875,68279.765625,57517,77563.015625,1.98953485488892,1.8946361541748,0.914926946163177,3.93381690979004,2.51174545288086,-1.05616784095764,1.75308454036713,1.08888912200928,1.69772362709045,1.377965092659,0.765414953231812,5002.60009765625,0.7626
"Lung lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D60 CD31 CD28 CD127 Stain 2-7-2013_001--Specimen_001_LLN.623139.fcs","cluster3","CD127-","D67 CD31 CD28 CD127 Stain 1-3-2013--Specimen_001_LLN.595562.fcs",123816.30859375,106299,75006.8046875,29532.0615234375,24716,76546.4453125,1.30605095624924,-0.443580865859985,0.914947956800461,3.01948094367981,1.77890455722809,-0.313658997416496,1.78653109073639,0.0857766978442669,1.82755076885223,0.618947893381119,0.271343752741814,1763.95001220703,0.5296
"Lung lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D62 CD31 CD28 CD127 Stain 2-5-2013--Specimen_001_LLN.623147.fcs","cluster3","CD127-","D67 CD31 CD28 CD127 Stain 1-3-2013--Specimen_001_Lung.595563.fcs",48410.33984375,43261,72159.75,19819.080078125,18070,70989.78125,1.13719654083252,0.944716334342957,0.579203963279724,2.21322083473206,2.22223281860352,-0.365514397621155,1.04188477993011,1.01981782913208,1.3128809928894,1.74056708812714,0.332456022500992,15959.5,0.3478
"Lung lymph node","SDY1097/ResultFiles/Flow_cytometry_result/D68 CD31 CD28 CD127 Stain 2-25-2013--Specimen_001_LLN.623171.fcs","cluster3","CD127-","D67 CD31 CD28 CD127 Stain 1-3-2013--Specimen_001_Spleen.595564.fcs",31214.1201171875,26083,75420.578125,32328.1806640625,28966,72896.89453125,1.31723654270172,1.28691327571869,0.497960895299911,0.658572524785995,1.91218084096909,-0.919628530740738,1.23658525943756,0.339165523648262,1.15572619438171,1.22368824481964,0.394517689943314,13053.75,0.6092
"Lung lymph node","SDY702/ResultFiles/Flow_cytometry_result/D22 CD31 CD28 CD127 Stain 2-11-2013--Specimen_001_LLN.595404.fcs","cluster4","CD127-|CD31-","D51 CD31 CD28 CD127 Stain 2-11-2013--Specimen_001_Lung.595469.fcs",22640.19921875,20212,73428.1171875,25201.80078125,21927,72973.875,0.710214614868164,0.657428681850433,0.273346543312073,0.0188866145908833,1.5994234085083,-0.637642621994019,-0.125919252634048,0.297895908355713,0.65220046043396,0.403473287820816,0.0974317267537117,3491.89990234375,0.315
"Lung lymph node","SDY702/ResultFiles/Flow_cytometry_result/D25 CD31 CD28 CD127 Stain 2-11-2013--Specimen_001_LLN.595411.fcs","cluster4","CD127-|CD31-","D66 CD31 CD28 CD127 Stain 12-17-2012--Specimen_001_Blood.595551.fcs",11576.349609375,10610.5,71924.515625,19815.30078125,17580,71119.61328125,0.522987604141235,0.939966648817062,0.220379732549191,0.191110819578171,1.18381071090698,-0.610362380743027,0.062905590981245,0.192462287843227,0.538140445947647,0.469747006893158,0.260903179645538,9045.14990234375,0.2352
"Lung lymph node","SDY702/ResultFiles/Flow_cytometry_result/D30 CD31 CD28 CD127 Stain 2-11-2013--Specimen_001_LLN.595417.fcs","cluster4","CD127-|CD31-","D66 CD31 CD28 CD127 Stain 12-17-2012--Specimen_001_ILN.595553.fcs",18947.740234375,17490,71256.078125,31811.400390625,29377,70627.90625,0.416081577539444,0.374247580766678,0.180593833327293,-0.128150418400764,1.66027474403381,-0.700737714767456,-0.264210939407349,0.0660046562552452,0.79343444108963,0.118723265826702,0.193406894803047,3396.89990234375,0.3078
"Lung lymph node","SDY702/ResultFiles/Flow_cytometry_result/D51 CD31 CD28 CD127 Stain 2-11-2013--Specimen_001_LLN.595468.fcs","cluster4","CD127-|CD31-","Specimen_001_LLN A2 antibody.595554.fcs",18219.169921875,16738,70451.0078125,28163.701171875,25695.5,68518.53125,0.398853197693825,0.2241076156497,0.195005416870117,-0.242439575493336,1.44174194335938,-0.678635567426682,-0.491357296705246,0.180221691727638,0.578776895999908,0.0202232468873262,0.042335569858551,1830.90002441406,0.3948
